FID,OBJECTID,MM2_DATO_I,MM2_FECHA_,MM2_DIRECC,MM2_BARRIO,MM2_RURAL,MM2_Long,MM2_Lat,MM2_NOMBRE,MM2_CODIGO,cruce_dato,Elevacion,Pendiente,COD_COB25_,NOM_COB25,SIM_COB25,Id_Riesgo,categ_Ries,GEOLOGIA_1,GEOLOGIA_2,DATO_ID,FUENTE,SOLICITUD,FECHA EVENTO,FECHA EVENTO,DIRECCION,BARRIO_VER,RURAL,Long,Lat,ESTACIÓN,CATEGORIA,ENTIDAD,FECHA_INIC,CODIGO,X,Y,P_24H,P_3DIAS,P_7DIAS,P_10DIAS,P15DIAS,P30DIAS,P60DIAS,P90DIAS
50,51,MM0142,3/11/2021,K 40 B Oeste # 5 - 24,Belen, ,-76.555967,3.426856,LOS CRISTALES,2622330105,MM0142,1051.03772,5.150170803,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0142,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 40 B Oeste # 5 - 24,Belen, ,-76555967,3426856,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
51,52,MM0143,3/11/2021,K 40 B Oeste # 5 - 06,Belen, ,-76.555956,3.426847,LOS CRISTALES,2622330105,MM0143,1051.061279,8.331033707,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0143,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 40 B Oeste # 5 - 06,Belen, ,-76555956,3426847,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
52,53,MM0144,3/11/2021,K 40 B Oeste # 5 - 18,Belen, ,-76.55583,3.42704,LOS CRISTALES,2622330105,MM0144,1059.852905,87.4641037,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0144,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 40 B Oeste # 5 - 18,Belen, ,-7655583,342704,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
53,54,MM0145,3/11/2021,K 40 B Oeste # 5 - 06,Belen, ,-76.55597,3.42689,LOS CRISTALES,2622330105,MM0145,1050.93457,5.422102451,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0145,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 40 B Oeste # 5 - 06,Belen, ,-7655597,342689,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
54,55,MM0146,3/11/2021,K 49 B # 6 c Bis 43 Oeste,Siloe, ,-76.55741,3.42006,LOS CRISTALES,2622330105,MM0146,1059.396851,66.27121735,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0146,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 49 B # 6 c Bis 43 Oeste,Siloe, ,-7655741,342006,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
55,56,MM0147,3/11/2021,C 6 Oeste # 49 B 40,Siloe, ,-76.55743,3.42,LOS CRISTALES,2622330105,MM0147,1058.370361,70.90901947,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0147,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 Oeste # 49 B 40,Siloe, ,-7655743,3,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
56,57,MM0148,3/11/2021,K 6 Oeste # 24 A 120,Siloe, ,-76.556589,3.420964,LOS CRISTALES,2622330105,MM0148,1066.859985,80.13278961,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0148,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,K 6 Oeste # 24 A 120,Siloe, ,-76556589,3420964,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
57,58,MM0150,3/11/2021,C 6 # 24 A - 107,Siloe, ,-76.55634,3.42127,LOS CRISTALES,2622330105,MM0150,1062.793457,53.33143234,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0150,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 # 24 A - 107,Siloe, ,-7655634,342127,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
58,59,MM0151,3/11/2021,C 6 C Oeste # 46 - 12,Tierra Blanca - sector La Mina, ,-76.55612,3.42122,LOS CRISTALES,2622330105,MM0151,1047.137817,76.9421463,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0151,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 C Oeste # 46 - 12,Tierra Blanca - sector La Mina, ,-7655612,342122,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
59,60,MM0152,3/11/2021,C 6 F Oeste K 49 # 128,Siloe, ,-76.56789,3.42076,LOS CRISTALES,2622330105,MM0152,1166.217407,43.55548096,32310,Vegetación secundaria o transición,VEGSEC,7,Amenaza baja,Kv,Formacion Volcanica,MM0152,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 F Oeste K 49 # 128,Siloe, ,-7656789,342076,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
60,61,MM0153,3/11/2021,C 6 C Oeste # 49 A 40,Siloe - sector La Mina, ,-76.55668,3.42003,LOS CRISTALES,2622330105,MM0153,1029.464233,66.02786255,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0153,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 C Oeste # 49 A 40,Siloe - sector La Mina, ,-7655668,342003,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
61,62,MM0154,3/11/2021,C 4 A Oeste #82-23,La choclona, ,-76.564133,3.383117,NAPOLES,2622330108,MM0154,1122.612671,30.63601875,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0154,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021NAPOLES,C 4 A Oeste #82-23,La choclona, ,-76564133,3383117,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,9.5,82,91.2,117,215.4,266.2,331.3,434
62,63,MM0155,3/11/2021,Sector San Isidro / Casa 34, ,Golondrinas,-76.549196,3.501623,AGUACATAL-MONTEBELLO,2622420101,MM0155,1447.260254,24.25785446,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0155,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021AGUACATAL-MONTEBELLO,Sector San Isidro / Casa 34, ,Golondrinas,-76549196,3501623,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,0,39,88,92,163,234,265,349
63,64,MM0158,3/12/2021,Via Dosquebradas,Cabecera Principal,Villacarmelo,-76.6223,3.3792,ALTO DE LAS IGLESIAS,2622320103,MM0158,1769.932861,66.06144714,24140,Misceláneo de cultivos y espacios naturales,MSCULV,5,Amenaza alta,Kv,Formacion Volcanica,MM0158,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LA FONDA CANTA CLARO,Via Dosquebradas,Cabecera Principal,Villacarmelo,-766223,691101,LA FONDA CANTA CLARO,PM,CVC,29588,2622320103,1050686.96,864790626,0,148,168,180,413,536,665,875
64,65,MM0159,3/12/2021,Sector Mu�eco,Cabuyal,Los Andes,-76.5934,3.4266,YANACONAS,2622410102,MM0159,1534.2229,41.36561966,31111,Bosque mixto denso alto de tierra firme,BNDALT,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0159,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021YANACONAS,Sector Mu?eco,Cabuyal,Los Andes,-765934,864225,YANACONAS,PM,CVC,19369,2622410102,1052861.97,871956356,4,94,127,127,201,288,346,451
65,66,MM0160,3/12/2021,Av 8b Oeste 23 - 29,Alto Aguacatal, ,-76.566777,3.455475,CALI - BOCATOMA,2622400106,MM0160,1086.17334,44.99789429,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0160,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021CALI - BOCATOMA,Av 8b Oeste 23 - 29,Alto Aguacatal, ,-76566777,3455475,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.4,13,27.8,28,99.6,177.6,212.6,271
66,67,MM0161,3/12/2021,C 25 Oeste 8 - 66,Alto Aguacatal, ,-76.569367,3.455431,CALI - BOCATOMA,2622400106,MM0161,1092.497437,25.2849369,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0161,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021CALI - BOCATOMA,C 25 Oeste 8 - 66,Alto Aguacatal, ,-76569367,3455431,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.4,13,27.8,28,99.6,177.6,212.6,271
67,68,MM0162,3/12/2021,C 25 Oeste 8a (recorrido sobre la v�a),Alto Aguacatal, ,-76.567336,3.456162,CALI - BOCATOMA,2622400106,MM0162,1075.591187,12.37002563,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0162,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021CALI - BOCATOMA,C 25 Oeste 8a (recorrido sobre la v?a),Alto Aguacatal, ,-76567336,3456162,CALI - BOCATOMA,PG,CVC,9/15/2012,2622400106,1056592.88,873178.34,0.4,13,27.8,28,99.6,177.6,212.6,271
68,69,MM0164,3/12/2021,K 47 Oeste # 5C - 10,Siloe - Tierra Blanca, ,-76.556301,3.421098,LOS CRISTALES,2622330105,MM0164,1055.131226,64.33078003,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0164,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 47 Oeste # 5C - 10,Siloe - Tierra Blanca, ,-76556301,3421098,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
69,70,MM0166,3/12/2021,N/A,Siloe - Tierra Blanca, ,-76.556884,3.421349,LOS CRISTALES,2622330105,MM0166,1096.610596,52.12046051,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0166,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,N/A,Siloe - Tierra Blanca, ,-76556884,3421349,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
70,71,MM0167,3/12/2021,K 48 # 66 - 30,Siloe - Tierra Blanca, ,-76.55711,3.421186,LOS CRISTALES,2622330105,MM0167,1093.686646,34.86095047,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0167,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 48 # 66 - 30,Siloe - Tierra Blanca, ,-7655711,3421186,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
71,72,MM0168,3/12/2021,K 49 Oeste # 08 - 14,Siloe - Tierra Blanca, ,-76.558706,3.421795,LOS CRISTALES,2622330105,MM0168,1116.57373,60.08447266,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0168,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 49 Oeste # 08 - 14,Siloe - Tierra Blanca, ,-76558706,3421795,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
72,73,MM0169,3/12/2021,K 43 # 5C - 08,Siloe, ,-76.555836,3.419515,LOS CRISTALES,2622330105,MM0169,1001.267517,11.59708405,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0169,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 43 # 5C - 08,Siloe, ,-76555836,3419515,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
73,74,MM0170,3/12/2021,K 43 # 5e - 20,Siloe - La Estrella, ,-76.556333,3.422922,LOS CRISTALES,2622330105,MM0170,1105.579712,55.01734161,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0170,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 43 # 5e - 20,Siloe - La Estrella, ,-76556333,3422922,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
74,75,MM0171,3/12/2021,C 5C Oeste # 1B - 47,Siloe - Guayabales, ,-76.55625,3.422521,LOS CRISTALES,2622330105,MM0171,1084.723267,43.7893486,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0171,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,C 5C Oeste # 1B - 47,Siloe - Guayabales, ,-7655625,3422521,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
75,76,MM0172,3/12/2021,C 5 Oeste # 43 - 40,Siloe - Guayabales, ,-76.563022,3.42503,LOS CRISTALES,2622330105,MM0172,1161.665771,46.74979401,32310,Vegetación secundaria o transición,VEGSEC,5,Amenaza alta,Kv,Formacion Volcanica,MM0172,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,C 5 Oeste # 43 - 40,Siloe - Guayabales, ,-76563022,342503,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
76,77,MM0173,3/12/2021,K 43 # 5c - 15,Siloe - Guayabales, ,-76.556696,3.4162,IDEAS,2622330111,MM0173,979.6915283,13.00464821,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Qca(RMel),Cono aluvial rio Melendez,MM0173,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021CAÑAVERALEJO-EDIFICIO CVC,K 43 # 5c - 15,Siloe - Guayabales, ,-76556696,826240,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,19.8,71,93.2,94,197.8,214.6,278.6,421
77,78,MM0174,3/12/2021,K 40 A Oeste # 1B 47,Siloe - La Nave, ,-76.553639,3.424835,LOS CRISTALES,2622330105,MM0174,993.5454712,35.23296738,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0174,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,K 40 A Oeste # 1B 47,Siloe - La Nave, ,-76553639,3424835,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
78,79,MM0175,3/12/2021,C 39 con 2,Siloe - La Nave, ,-76.553762,3.425655,LOS CRISTALES,2622330105,MM0175,1009.395874,45.6824913,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0175,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,C 39 con 2,Siloe - La Nave, ,-76553762,3425655,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
79,80,MM0180,3/12/2021,Calle 3 bis # 13-19,Sal�n azul, ,-76.558554,3.376238,NAPOLES,2622330108,MM0180,1106.703003,30.33026505,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0180,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3 bis # 13-19,Sal?n azul, ,-76558554,3376238,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
80,81,MM0181,3/12/2021,Calle 3B oeste # 80-18, , ,-76.560995,3.394559,NAPOLES,2622330108,MM0181,1023.537598,3.384290457,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,TOg,Formacion Guachinte,MM0181,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3B oeste # 80-18, , ,-76560995,3394559,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
81,82,MM0183,3/12/2021,Carrera 82 #2c oeste � 125,Los Chorros, ,-76.559823,3.38495,NAPOLES,2622330108,MM0183,1051.437866,19.0603981,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0183,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Carrera 82 #2c oeste ? 125,Los Chorros, ,-76559823,338495,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
82,83,MM0184,3/12/2021,Calle 3 oeste # 80b-10,Sal�n azul, ,-76.559641,3.383967,NAPOLES,2622330108,MM0184,1057.827637,22.81803513,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0184,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3 oeste # 80b-10,Sal?n azul, ,-76559641,3383967,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
83,84,MM0185,3/12/2021,Calle 3 B oeste # 80-22,Sal�n azul, ,-76.560106,3.382522,NAPOLES,2622330108,MM0185,1072.048584,1.33028698,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0185,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3 B oeste # 80-22,Sal?n azul, ,-76560106,3382522,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
84,85,MM0190,3/12/2021,Calle 3 c oeste # 80-28, , ,-76.561116,3.379377,NAPOLES,2622330108,MM0190,1142.194702,47.66550064,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0190,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3 c oeste # 80-28, , ,-76561116,3379377,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
85,86,MM0191,3/12/2021,Calle 3 c oeste # 80-22,Sal�n azul, ,-76.561116,3.379377,NAPOLES,2622330108,MM0191,1142.194702,47.66550064,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0191,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021NAPOLES,Calle 3 c oeste # 80-22,Sal?n azul, ,-76561116,3379377,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,20.1,87,111.3,112,216.2,266.7,351,454
86,87,MM0196,3/12/2021,Parte Alta,Las Parcelas, ,-76.568392,3.423381,LOS CRISTALES,2622330105,MM0196,1172.414429,33.99778748,24110,Otras asociaciones de cultivos,OAC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0196,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,Parte Alta,Las Parcelas, ,-76568392,3423381,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
87,88,MM0197,3/12/2021,Carrera 46 oeste No. 28 - 70,Las Parcelas, ,-76.56639,3.42279,LOS CRISTALES,2622330105,MM0197,1140.016602,55.25978851,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0197,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,Carrera 46 oeste No. 28 - 70,Las Parcelas, ,-7656639,342279,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
88,89,MM0198,3/12/2021,Carrera 46 Bis oeste No. 29 - 116,Las Parcelas, ,-76.56816,3.42355,LOS CRISTALES,2622330105,MM0198,1169.499756,13.22610474,24110,Otras asociaciones de cultivos,OAC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0198,BD_SGRED,Operativo,3/12/2021 0:00,3/12/2021LOS CRISTALES,Carrera 46 Bis oeste No. 29 - 116,Las Parcelas, ,-7656816,342355,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,4,24,171,173,315,458,540,698
89,90,MM0200,3/13/2021,Calle 8 oeste No 49 - 55,Siloe Tierra Blanca, ,-76.55856,3.42086,LOS CRISTALES,2622330105,MM0200,1090.969482,46.87727356,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0200,BD_SGRED,Operativo,3/13/2021 0:00,3/13/2021LOS CRISTALES,Calle 8 oeste No 49 - 55,Siloe Tierra Blanca, ,-7655856,342086,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,2,16,173,173,296,432,542,700
90,91,MM0201,3/13/2021,Calle 8 oeste No 49 B 127,Siloe Tierra Blanca, ,-76.55913,3.41933,LOS CRISTALES,2622330105,MM0201,1041.329834,73.14862061,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0201,BD_SGRED,Operativo,3/13/2021 0:00,3/13/2021LOS CRISTALES,Calle 8 oeste No 49 B 127,Siloe Tierra Blanca, ,-7655913,341933,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,2,16,173,173,296,432,542,700
91,92,MM0202,3/13/2021,Calle 8 oeste No 49 B 36,Siloe Tierra Blanca, ,-76.55917,3.42083,LOS CRISTALES,2622330105,MM0202,1076.303345,77.22999573,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0202,BD_SGRED,Operativo,3/13/2021 0:00,3/13/2021LOS CRISTALES,Calle 8 oeste No 49 B 36,Siloe Tierra Blanca, ,-7655917,342083,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,2,16,173,173,296,432,542,700
92,93,MM0203,3/13/2021,Carrera 54 oeste No 12 D Bis 10,Brisas de Mayo, ,-76.56647,3.41713,IDEAS,2622330111,MM0203,1074.040771,41.56373978,12211,Otras superficies artificiales sin construcción,OISC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0203,BD_SGRED,Operativo,3/13/2021 0:00,3/13/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 oeste No 12 D Bis 10,Brisas de Mayo, ,-7656647,341713,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,0.6,29,93.8,94,197,212.2,279.2,422
93,94,MM0204,3/11/2021,C 6 Oeste #49-20,Los Pomos- Siloe, ,-76.55646,3.419958,LOS CRISTALES,2622330105,MM0204,1013.302124,45.19960022,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0204,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6 Oeste #49-20,Los Pomos- Siloe, ,-7655646,3419958,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
94,95,MM0205,3/11/2021,C 6A Oeste #49A-20,Los Pomos- Siloe,N/A,-76.554422,3.42169,LOS CRISTALES,2622330105,MM0205,1020.784607,24.60658455,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0205,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6A Oeste #49A-20,Los Pomos- Siloe,N/A,-76554422,342169,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
95,96,MM0206,3/11/2021,C 6A #49A-24,Los Pomos- Siloe,N/A,-76.55644,3.41988,LOS CRISTALES,2622330105,MM0206,1010.774109,32.02667618,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0206,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6A #49A-24,Los Pomos- Siloe,N/A,-7655644,341988,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
96,97,MM0207,3/11/2021,C 12A #52C-18,Brisas de Mayo- Siloe,N/A,-76.563766,3.418421,IDEAS,2622330111,MM0207,1027.529541,59.76563263,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0207,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021CAÑAVERALEJO-EDIFICIO CVC,C 12A #52C-18,Brisas de Mayo- Siloe,N/A,-76563766,3418421,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,8.6,61,73.4,83,197.2,214.6,259.2,401
97,98,MM0208,3/11/2021,C 6C Oeste #46-30,La Mina- Siloe, ,-76.556168,3.420709,LOS CRISTALES,2622330105,MM0208,1034.310181,42.63407516,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0208,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 6C Oeste #46-30,La Mina- Siloe, ,-76556168,3420709,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
98,99,MM0209,3/11/2021,C 4D #44-46,La Mina- Siloe,N/A,-76.555826,3.42136,LOS CRISTALES,2622330105,MM0209,1026.248413,42.90730667,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0209,BD_SGRED,Operativo,3/11/2021 0:00,3/11/2021LOS CRISTALES,C 4D #44-46,La Mina- Siloe,N/A,-76555826,342136,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,87,167,188,313,456,536,694
99,100,MM0210,3/15/2021,Calle 20 Oeste #50-60,Lleras Camargo, ,-76.5659,3.41407,IDEAS,2622330111,MM0210,1016.936218,32.45767975,23171,Pasto cultivado arbolado,PCUAR,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0210,BD_SGRED,OPERATIVO,3/15/2021 0:00,3/15/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 20 Oeste #50-60,Lleras Camargo, ,-765659,341407,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,10.8,12,92.6,105,184.2,253.8,285.8,432
